model,baseline_run_id,later_run_id,baseline_started,later_started,n_pairs,acc_baseline,acc_later,b_degrade,c_improve,discordance,delta,p_down,p_down_holm,holm_reject,operational_floor_met,operational_alert
gpt-5-mini,gha-23118723659,gha-24020491444,2026-03-15 20:35:27.251000+00:00,2026-04-06 05:49:42.708000+00:00,298,0.9161073825503355,0.8926174496644296,19,12,0.1040268456375839,-0.02348993288590604,0.14052075752988458,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-24328022313,2026-03-15 20:35:27.251000+00:00,2026-04-13 05:58:56.190000+00:00,298,0.9194630872483222,0.9228187919463087,11,12,0.07718120805369127,0.003355704697986577,0.6611802577972412,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-24650819763,2026-03-15 20:35:27.251000+00:00,2026-04-20 05:58:38.204000+00:00,299,0.9163879598662207,0.919732441471572,11,12,0.07692307692307693,0.0033444816053511705,0.6611802577972412,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-24979191336,2026-03-15 20:35:27.251000+00:00,2026-04-27 06:06:42.007000+00:00,299,0.9163879598662207,0.9264214046822743,10,13,0.07692307692307693,0.010033444816053512,0.7975635528564453,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-25653805302,2026-03-15 20:35:27.251000+00:00,2026-05-11 06:23:31.326000+00:00,297,0.9158249158249159,0.9023569023569024,14,10,0.08080808080808081,-0.013468013468013467,0.27062809467315674,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-26017377983,2026-03-15 20:35:27.251000+00:00,2026-05-18 06:32:56.068000+00:00,298,0.9161073825503355,0.9194630872483222,12,13,0.08389261744966443,0.003355704697986577,0.6549810171127319,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-26386972486,2026-03-15 20:35:27.251000+00:00,2026-05-25 06:38:02.094000+00:00,299,0.9163879598662207,0.9063545150501672,13,10,0.07692307692307693,-0.010033444816053512,0.3388197422027588,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-26739370271,2026-03-15 20:35:27.251000+00:00,2026-06-01 06:43:42.948000+00:00,297,0.9191919191919192,0.9057239057239057,16,12,0.09427609427609428,-0.013468013468013467,0.28579409420490265,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-27120305151,2026-03-15 20:35:27.251000+00:00,2026-06-08 06:37:56.954000+00:00,298,0.9161073825503355,0.9261744966442953,9,12,0.07046979865771812,0.010067114093959731,0.808344841003418,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-27529172037,2026-03-15 20:35:27.251000+00:00,2026-06-15 06:53:26.077000+00:00,299,0.9163879598662207,0.9063545150501672,14,11,0.08361204013377926,-0.010033444816053512,0.34501898288726807,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-27934941478,2026-03-15 20:35:27.251000+00:00,2026-06-22 06:54:21.464000+00:00,299,0.9163879598662207,0.9230769230769231,11,13,0.0802675585284281,0.006688963210702341,0.7293719053268433,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-28353397523,2026-03-15 20:35:27.251000+00:00,2026-06-29 06:40:03.802000+00:00,299,0.9163879598662207,0.903010033444816,14,10,0.0802675585284281,-0.013377926421404682,0.27062809467315674,1.0,False,False,False
gpt-5-mini,gha-23118723659,gha-28772619054,2026-03-15 20:35:27.251000+00:00,2026-07-06 06:37:39.136000+00:00,299,0.9163879598662207,0.9264214046822743,10,13,0.07692307692307693,0.010033444816053512,0.7975635528564453,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-23349348405,2026-03-15 20:35:56.650000+00:00,2026-03-22 18:23:54.249000+00:00,296,0.8344594594594594,0.8614864864864865,17,25,0.14189189189189189,0.02702702702702703,0.9179252991084468,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-23832575964,2026-03-15 20:35:56.650000+00:00,2026-04-01 04:57:07.860000+00:00,297,0.835016835016835,0.8619528619528619,16,24,0.13468013468013468,0.026936026936026935,0.923070027918584,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-24020491444,2026-03-15 20:35:56.650000+00:00,2026-04-06 05:50:07.900000+00:00,298,0.8355704697986577,0.8758389261744967,9,21,0.10067114093959731,0.040268456375838924,0.991937599144876,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-24328022313,2026-03-15 20:35:56.650000+00:00,2026-04-13 05:59:21.635000+00:00,298,0.8355704697986577,0.8791946308724832,12,25,0.12416107382550336,0.0436241610738255,0.9899630740401335,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-24650819763,2026-03-15 20:35:56.650000+00:00,2026-04-20 05:59:03.701000+00:00,298,0.8355704697986577,0.8523489932885906,16,21,0.12416107382550336,0.016778523489932886,0.8379956999560818,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-24979191336,2026-03-15 20:35:56.650000+00:00,2026-04-27 06:07:05.655000+00:00,297,0.835016835016835,0.8720538720538721,12,23,0.11784511784511785,0.037037037037037035,0.9795202042441815,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-25653805302,2026-03-15 20:35:56.650000+00:00,2026-05-11 06:23:57.126000+00:00,296,0.8344594594594594,0.8614864864864865,18,26,0.14864864864864866,0.02702702702702703,0.9129144263646367,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-26017377983,2026-03-15 20:35:56.650000+00:00,2026-05-18 06:33:19.278000+00:00,297,0.835016835016835,0.8821548821548821,10,24,0.11447811447811448,0.04713804713804714,0.9954794072546065,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-26386972486,2026-03-15 20:35:56.650000+00:00,2026-05-25 06:38:37.603000+00:00,297,0.835016835016835,0.8451178451178452,18,21,0.13131313131313133,0.010101010101010102,0.7388013097515794,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-26739370271,2026-03-15 20:35:56.650000+00:00,2026-06-01 06:44:17.741000+00:00,297,0.835016835016835,0.8653198653198653,15,24,0.13131313131313133,0.030303030303030304,0.9459354892969714,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-27120305151,2026-03-15 20:35:56.650000+00:00,2026-06-08 06:38:20.329000+00:00,297,0.835016835016835,0.8888888888888888,6,22,0.09427609427609428,0.05387205387205387,0.9995438829064369,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-27529172037,2026-03-15 20:35:56.650000+00:00,2026-06-15 06:53:51.250000+00:00,297,0.835016835016835,0.8518518518518519,16,21,0.12457912457912458,0.016835016835016835,0.8379956999560818,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-27934941478,2026-03-15 20:35:56.650000+00:00,2026-06-22 06:54:46.141000+00:00,298,0.8355704697986577,0.8624161073825504,13,21,0.11409395973154363,0.026845637583892617,0.9392752575222403,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-28353397523,2026-03-15 20:35:56.650000+00:00,2026-06-29 06:40:44.777000+00:00,298,0.8355704697986577,0.8389261744966443,19,20,0.13087248322147652,0.003355704697986577,0.625370687619579,1.0,False,False,False
gpt-5-nano,gha-23118723659,gha-28772619054,2026-03-15 20:35:56.650000+00:00,2026-07-06 06:38:14.260000+00:00,297,0.835016835016835,0.8821548821548821,11,25,0.12121212121212122,0.04713804713804714,0.9943345079082064,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-23349348405,2026-03-15 20:34:30.688000+00:00,2026-03-22 18:22:35.110000+00:00,296,0.956081081081081,0.9695945945945946,1,5,0.02027027027027027,0.013513513513513514,0.984375,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-23832575964,2026-03-15 20:34:30.688000+00:00,2026-04-01 04:55:32.771000+00:00,298,0.9563758389261745,0.9563758389261745,3,3,0.020134228187919462,0.0,0.65625,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-24020491444,2026-03-15 20:34:30.688000+00:00,2026-04-06 05:48:52.988000+00:00,298,0.9563758389261745,0.9731543624161074,0,5,0.016778523489932886,0.016778523489932886,1.0,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-24328022313,2026-03-15 20:34:30.688000+00:00,2026-04-13 05:58:04.898000+00:00,297,0.9562289562289562,0.9629629629629629,1,3,0.013468013468013467,0.006734006734006734,0.9375,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-24650819763,2026-03-15 20:34:30.688000+00:00,2026-04-20 05:57:49.342000+00:00,298,0.9563758389261745,0.9697986577181208,2,6,0.026845637583892617,0.013422818791946308,0.96484375,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-24979191336,2026-03-15 20:34:30.688000+00:00,2026-04-27 06:05:50.679000+00:00,297,0.9562289562289562,0.9595959595959596,2,3,0.016835016835016835,0.003367003367003367,0.8125,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-25653805302,2026-03-15 20:34:30.688000+00:00,2026-05-11 06:22:41.163000+00:00,298,0.9563758389261745,0.9731543624161074,2,7,0.030201342281879196,0.016778523489932886,0.98046875,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-26017377983,2026-03-15 20:34:30.688000+00:00,2026-05-18 06:32:06.610000+00:00,297,0.9562289562289562,0.9696969696969697,2,6,0.026936026936026935,0.013468013468013467,0.96484375,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-26386972486,2026-03-15 20:34:30.688000+00:00,2026-05-25 06:36:55.777000+00:00,297,0.9562289562289562,0.9528619528619529,4,3,0.02356902356902357,-0.003367003367003367,0.5,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-26739370271,2026-03-15 20:34:30.688000+00:00,2026-06-01 06:42:32.456000+00:00,298,0.9563758389261745,0.9563758389261745,2,2,0.013422818791946308,0.0,0.6875,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-27120305151,2026-03-15 20:34:30.688000+00:00,2026-06-08 06:37:03.639000+00:00,297,0.9562289562289562,0.9528619528619529,3,2,0.016835016835016835,-0.003367003367003367,0.5,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-27529172037,2026-03-15 20:34:30.688000+00:00,2026-06-15 06:52:36.959000+00:00,297,0.9562289562289562,0.9696969696969697,3,7,0.03367003367003367,0.013468013468013467,0.9453125,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-27934941478,2026-03-15 20:34:30.688000+00:00,2026-06-22 06:53:27.381000+00:00,297,0.9562289562289562,0.9629629629629629,2,4,0.020202020202020204,0.006734006734006734,0.890625,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-28353397523,2026-03-15 20:34:30.688000+00:00,2026-06-29 06:38:52.104000+00:00,298,0.9563758389261745,0.959731543624161,1,2,0.010067114093959731,0.003355704697986577,0.875,1.0,False,False,False
gpt-5.1,gha-23118723659,gha-28772619054,2026-03-15 20:34:30.688000+00:00,2026-07-06 06:36:26.429000+00:00,298,0.9563758389261745,0.9496644295302014,5,3,0.026845637583892617,-0.006711409395973154,0.36328125,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-23349348405,2026-03-15 20:34:02.130000+00:00,2026-03-22 18:22:09.162000+00:00,297,0.9663299663299664,0.9663299663299664,1,1,0.006734006734006734,0.0,0.75,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-23832575964,2026-03-15 20:34:02.130000+00:00,2026-04-01 04:55:01.377000+00:00,300,0.9666666666666667,0.97,0,1,0.0033333333333333335,0.0033333333333333335,1.0,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-24020491444,2026-03-15 20:34:02.130000+00:00,2026-04-06 05:48:28.683000+00:00,299,0.9665551839464883,0.9698996655518395,1,2,0.010033444816053512,0.0033444816053511705,0.875,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-24328022313,2026-03-15 20:34:02.130000+00:00,2026-04-13 05:57:38.129000+00:00,299,0.9665551839464883,0.9698996655518395,1,2,0.010033444816053512,0.0033444816053511705,0.875,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-24650819763,2026-03-15 20:34:02.130000+00:00,2026-04-20 05:57:19.547000+00:00,300,0.9666666666666667,0.9766666666666667,0,3,0.01,0.01,1.0,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-24979191336,2026-03-15 20:34:02.130000+00:00,2026-04-27 06:05:27.158000+00:00,298,0.9664429530201343,0.9697986577181208,1,2,0.010067114093959731,0.003355704697986577,0.875,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-25653805302,2026-03-15 20:34:02.130000+00:00,2026-05-11 06:22:15.550000+00:00,299,0.9665551839464883,0.9732441471571907,0,2,0.006688963210702341,0.006688963210702341,1.0,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-26017377983,2026-03-15 20:34:02.130000+00:00,2026-05-18 06:31:43.114000+00:00,300,0.9666666666666667,0.9766666666666667,0,3,0.01,0.01,1.0,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-26386972486,2026-03-15 20:34:02.130000+00:00,2026-05-25 06:36:20.762000+00:00,299,0.9665551839464883,0.9698996655518395,0,1,0.0033444816053511705,0.0033444816053511705,1.0,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-26739370271,2026-03-15 20:34:02.130000+00:00,2026-06-01 06:41:57.074000+00:00,300,0.9666666666666667,0.9666666666666667,1,1,0.006666666666666667,0.0,0.75,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-27120305151,2026-03-15 20:34:02.130000+00:00,2026-06-08 06:36:38.286000+00:00,300,0.9666666666666667,0.9766666666666667,0,3,0.01,0.01,1.0,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-27934941478,2026-03-15 20:34:02.130000+00:00,2026-06-22 06:53:02.790000+00:00,300,0.9666666666666667,0.9666666666666667,1,1,0.006666666666666667,0.0,0.75,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-28353397523,2026-03-15 20:34:02.130000+00:00,2026-06-29 06:38:16.549000+00:00,300,0.9666666666666667,0.97,1,2,0.01,0.0033333333333333335,0.875,1.0,False,False,False
gpt-5.2,gha-23118723659,gha-28772619054,2026-03-15 20:34:02.130000+00:00,2026-07-06 06:35:47.034000+00:00,299,0.9665551839464883,0.9665551839464883,2,2,0.013377926421404682,0.0,0.6875,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-24020491444,2026-04-01 04:54:30.969000+00:00,2026-04-06 05:47:57.968000+00:00,300,0.96,0.9566666666666667,3,2,0.016666666666666666,-0.0033333333333333335,0.5,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-24328022313,2026-04-01 04:54:30.969000+00:00,2026-04-13 05:57:10.016000+00:00,297,0.9595959595959596,0.9562289562289562,3,2,0.016835016835016835,-0.003367003367003367,0.5,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-24650819763,2026-04-01 04:54:30.969000+00:00,2026-04-20 05:56:52.105000+00:00,298,0.959731543624161,0.9530201342281879,3,1,0.013422818791946308,-0.006711409395973154,0.3125,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-24979191336,2026-04-01 04:54:30.969000+00:00,2026-04-27 06:05:03.466000+00:00,300,0.96,0.9666666666666667,0,2,0.006666666666666667,0.006666666666666667,1.0,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-25653805302,2026-04-01 04:54:30.969000+00:00,2026-05-11 06:21:50.579000+00:00,299,0.959866220735786,0.959866220735786,2,2,0.013377926421404682,0.0,0.6875,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-26017377983,2026-04-01 04:54:30.969000+00:00,2026-05-18 06:31:19.783000+00:00,300,0.96,0.96,2,2,0.013333333333333334,0.0,0.6875,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-26386972486,2026-04-01 04:54:30.969000+00:00,2026-05-25 06:35:42.602000+00:00,299,0.959866220735786,0.9632107023411371,2,3,0.016722408026755852,0.0033444816053511705,0.8125,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-26739370271,2026-04-01 04:54:30.969000+00:00,2026-06-01 06:41:21.229000+00:00,299,0.959866220735786,0.9632107023411371,1,2,0.010033444816053512,0.0033444816053511705,0.875,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-27120305151,2026-04-01 04:54:30.969000+00:00,2026-06-08 06:36:11.202000+00:00,299,0.959866220735786,0.959866220735786,2,2,0.013377926421404682,0.0,0.6875,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-27529172037,2026-04-01 04:54:30.969000+00:00,2026-06-15 06:52:10.818000+00:00,299,0.959866220735786,0.9732441471571907,0,4,0.013377926421404682,0.013377926421404682,1.0,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-27934941478,2026-04-01 04:54:30.969000+00:00,2026-06-22 06:52:35.661000+00:00,300,0.96,0.96,2,2,0.013333333333333334,0.0,0.6875,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-28353397523,2026-04-01 04:54:30.969000+00:00,2026-06-29 06:37:39.088000+00:00,299,0.959866220735786,0.9565217391304348,3,2,0.016722408026755852,-0.0033444816053511705,0.5,1.0,False,False,False
gpt-5.4,gha-23832575964,gha-28772619054,2026-04-01 04:54:30.969000+00:00,2026-07-06 06:35:09.457000+00:00,300,0.96,0.9633333333333334,2,3,0.016666666666666666,0.0033333333333333335,0.8125,1.0,False,False,False
